class,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
XGBRegressor,10,17280,1728,1728,0,4.982638889,4.6875,6.076388889,0.416063414,4.982638889,4.6875,6.076388889,0.416063414,4,4,0,0.166666667,3.26833645,0.00359541,4.766642562,0.644851437,16.58399878,0.045697458,27.81226099,3.590832694,0,0,0,0,2.8,1,3,0.6,3.1,3,4,0.3,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.014561758,0,0,0.325082973
XGBRegressor,5,24191,4839,4838,0.4,5.10106453,4.857379082,5.291442745,0.15958462,5.10106453,4.857379082,5.291442745,0.15958462,4,4,0,0.166666667,1.579281437,0.017046679,4.277222883,0.950838483,7.810053081,1.19811757,23.26240017,4.944087747,0,0,0,0,4,4,4,0,4,4,4,0,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.169507197,0,0,0
LinearSVR,5,6911,1383,1382,0.4,4.87616321,4.341534009,5.712219812,0.477653564,4.87616321,4.341534009,5.712219812,0.477653564,4,4,0,0.5,0.368507441,0.006274,1.157462747,0.176565551,1.361212582,0.244218266,3.738855917,0.410911337,0,0,0,0,4,4,4,0,4,4,4,0,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.38576734,0,0,0
XGBRegressor,5,5760,1152,1152,0,5.121527778,4.861111111,5.555555556,0.268957177,5.121527778,4.861111111,5.555555556,0.268957177,3,3,0,1,0.442182163,0.002314605,2.940737427,0.507340607,1.398992947,0.193124997,8.017184704,1.47921866,0,0,0,0,1.8,1,3,0.748331477,2,2,2,0,3,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.660751673,0,0,0.673011667
QUANTILEREGRESSOR,5,17280,3456,3456,0,4.982638889,4.658564815,5.46875,0.2913128,4.982638889,4.658564815,5.46875,0.2913128,6,6,0,0.166666667,1.175461051,0.000193588,3.3352937,0.505279776,7.076660479,0.427600384,16.9453811,1.584019715,0,0,0,0,4,2,6,1.673320053,5.2,5,6,0.4,6,6,6,0,3,3,3,0,1,1,1,0,2,2,2,0,0.010770743,3455,3455,0.673011667
XGBRegressor,15,42046,2804,2803,0.249443826,5.058741661,4.067070995,6.100606493,0.493995602,5.058741661,4.067070995,6.100606493,0.493995602,3,2,1,0.166666667,1.046775177,0.00036486,4.648130722,1.056325485,3.739573272,0.025812753,25.15508314,6.394124448,1,1,1,0,0.8,0,2,0.748331477,2.466666667,2,3,0.498887652,3,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.057108212,0,0,0.500402424
XGBRegressor,15,24181,1613,1612,0.249443826,5.111439467,4.156327543,5.70719603,0.484534999,5.111439467,4.156327543,5.70719603,0.484534999,2,2,0,0.166666667,1.194637528,0.001994736,4.734852531,1.51098039,7.051906612,0.826582402,27.55205421,7.792527391,0,0,0,0,2,2,2,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.152525244,0,0,0
LASSO,5,5181,1037,1036,0.4,4.844517337,4.343629344,5.598455598,0.539463749,4.844517337,4.343629344,5.598455598,0.539463749,7,7,0,1,1.542436489,8.56E-05,3.805603763,0.675492369,8.825962727,0.984623927,20.34103345,3.270953225,0,0,0,0,4.8,2,7,1.939071943,6.2,6,7,0.4,7,7,7,0,4,4,4,0,2,2,2,0,2,2,2,0,0.014637332,1037,1036,0.673011667
LASSO,15,17280,1152,1152,0,4.884259259,3.732638889,6.163194444,0.553078486,4.884259259,3.732638889,6.163194444,0.553078486,5,5,0,0.166666667,2.9389233,8.52E-06,5.225371965,0.688536672,22.73472084,0.211688673,41.03996209,3.666545301,0,0,0,0,3.8,1,4,0.748331477,4,4,4,0,5,5,5,0,4,4,4,0,2,2,2,0,0,0,0,0,0.008641194,0,0,0.244930027
XGBRegressor,10,17280,1728,1728,0,4.959490741,4.398148148,5.671296296,0.432326914,4.959490741,4.398148148,5.671296296,0.432326914,4,4,0,0.166666667,3.223677682,0.00014332,4.837154105,0.663839129,16.16853795,0.345817523,28.7462587,3.462992059,0,0,0,0,2.8,1,3,0.6,3.5,3,4,0.5,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.015616812,0,0,0.325082973
LinearSVR,5,14016,2804,2803,0.4,5.101351059,4.564907275,5.957902248,0.468259997,5.101351059,4.564907275,5.957902248,0.468259997,3,3,0,0.5,0.066024792,0.008970697,0.219377601,0.043124529,0.667951085,0.104598526,1.205697123,0.094249378,0,0,0,0,3,3,3,0,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.493600436,0,0,0
HUBERREGRESSOR,10,9211,922,921,0.3,4.972360986,4.34310532,5.646036916,0.426017556,4.972360986,4.34310532,5.646036916,0.426017556,3,3,0,0.5,0.116473832,0.016529876,0.186701712,0.024429099,1.218583494,0.951271872,1.373251851,0.046081497,0,0,0,0,0.2,0,1,0.4,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.181612178,0,0,0
LinearSVR,15,31096,2074,2073,0.249443826,5.061725638,4.003859141,6.078147612,0.548257165,5.061725638,4.003859141,6.078147612,0.548257165,2,1,1,0.166666667,0.068597581,0.000715363,0.355706248,0,1.20520316,0.7554655,1.350131679,0,1,1,1,0,0,0,0,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.081173102,0,0,0
LASSO,5,34560,6912,6912,0,4.973958333,4.817708333,5.251736111,0.161467667,4.973958333,4.817708333,5.251736111,0.161467667,7,6,1,0.166666667,1.396273503,1.70E-05,2.927763259,0.448945507,7.524326504,0.63382284,15.25971119,1.646047931,1,1,1,0,6.2,6,7,0.4,5.8,5,6,0.4,7,7,7,0,4,4,4,0,2,2,2,0,1,1,1,0,0.024804641,6911,6911,0
HUBERREGRESSOR,10,10361,1037,1036,0.3,4.980201651,3.861003861,5.791505792,0.577748662,4.980201651,3.861003861,5.791505792,0.577748662,3,3,0,0.5,0.041628121,0,0.114543224,0.010840537,1.268327829,1.204209419,1.375053436,0.023415491,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.165017177,0,0,0
HUBERREGRESSOR,10,31101,3111,3110,0.3,5.073809251,4.469453376,5.75562701,0.38087963,5.073809251,4.469453376,5.75562701,0.38087963,3,3,0,0.166666667,1.437243497,6.25E-05,4.946913793,0.690815738,8.749928995,0.812375713,32.99166274,4.643944751,0,0,0,0,1.9,1,2,0.3,2,2,2,0,3,3,3,0,1,1,1,0,0,0,0,0,1,1,1,0,0.013080265,777,777,0.325082973
XGBRegressor,15,34560,2304,2304,0,5.028935185,4.427083333,5.729166667,0.409879946,5.028935185,4.427083333,5.729166667,0.409879946,6,5,1,0.166666667,1.941765218,0.003470132,4.673290036,0.801344956,9.32608448,0.141507854,25.59066587,4.215301319,1,1,1,0,2.333333333,0,5,2.086996779,5.2,5,6,0.4,6,6,6,0,4,4,4,0,2,2,2,0,0,0,0,0,0.039155581,0,0,0.690923309
XGBRegressor,15,13816,922,921,0.249443826,5.218627306,4.234527687,6.948968512,0.710005826,5.218627306,4.234527687,6.948968512,0.710005826,3,3,0,0.166666667,0.736342949,2.94E-05,4.942912888,1.007425815,3.840500202,0.127939729,30.56339809,5.695804322,0,0,0,0,1,1,1,0,2.133333333,2,3,0.339934634,3,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.047190114,0,0,0.636514168
HUBERREGRESSOR,20,38001,1901,1900,0.217944947,4.952512528,4.210526316,6.105263158,0.456187808,4.952512528,4.210526316,6.105263158,0.456187808,4,4,0,0.166666667,0.117914862,0.002763529,0.354945951,0.061488463,0.867877832,0.099385422,1.26173467,0.207512464,0,0,0,0,4,4,4,0,4,4,4,0,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.266848916,0,0,0
HUBERREGRESSOR,10,14011,1402,1401,0.3,4.874773572,4.354032834,6.209850107,0.56952828,4.874773572,4.354032834,6.209850107,0.56952828,3,3,0,0.5,0.075955861,0.005137577,0.331678932,0.054171113,0.664716757,0.165998174,1.210357913,0.098994171,0,0,0,0,3,3,3,0,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.483351211,0,0,0
XGBRegressor,10,42041,4205,4204,0.3,4.997505349,4.543292103,5.494766889,0.314976186,4.997505349,4.543292103,5.494766889,0.314976186,4,3,1,0.166666667,1.176799774,0.048325152,4.610963143,0.000210131,5.337738902,0.229936219,24.95292004,0.000259021,1,1,1,0,1.6,1,4,1.2,4,4,4,0,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.058572893,0,0,0.500402424
HUBERREGRESSOR,5,9216,1844,1843,0.4,4.893711682,4.446854664,5.317417254,0.351247844,4.893711682,4.446854664,5.317417254,0.351247844,3,3,0,0.5,0.030358341,0.00126531,0.077040183,0.010244203,0.791808846,0.564749236,1.206379563,0.01348038,0,0,0,0,3,3,3,0,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.499262433,0,0,0
LinearSVR,5,31101,6221,6220,0.4,4.964484468,4.533033274,5.160771704,0.229991366,4.964484468,4.533033274,5.160771704,0.229991366,2,2,0,0.166666667,1.498498507,0.001176357,4.395255309,1.293507557,8.093703838,1.192456114,22.28016849,6.099495259,0,0,0,0,0.6,0,1,0.489897949,1,1,1,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.013311609,0,0,0.673011667
HUBERREGRESSOR,10,8061,807,806,0.3,4.949618875,3.846153846,6.071871128,0.639647942,4.949618875,3.846153846,6.071871128,0.639647942,4,4,0,0.5,0.100680903,0.027024071,0.183541654,0.013063554,1.166028333,1.028488588,1.28632577,0.027838767,0,0,0,0,0,0,0,0,4,4,4,0,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.176875159,0,0,0
QUANTILEREGRESSOR,10,18324,1833,1832,0.489897949,0.012736536,0,0.127365357,0.038209607,0.010917031,0,0.109170306,0.032751092,2,2,0,0.016666667,0.999645999,0.216651316,1.927207391,0.025735808,1.79853913,0.102881964,6.066128927,0.150736432,0,0,0,0,2,2,2,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.437541038,0,0,0
LinearSVR,15,34560,2304,2304,0,4.988425926,4.340277778,5.772569444,0.405133926,4.988425926,4.340277778,5.772569444,0.405133926,4,4,0,0.166666667,3.291926836,1.22E-05,5.514067819,0.607067476,21.44092037,0.199530065,38.64873172,3.378563746,0,0,0,0,3.133333333,3,4,0.339934634,3.133333333,3,4,0.339934634,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.01334936,0,0,0
XGBRegressor,5,10366,2074,2073,0.4,5.064615963,4.77568741,5.258080077,0.182522707,5.064615963,4.77568741,5.258080077,0.182522707,4,4,0,0.166666667,0.022443902,0.004971919,0.041450156,0.000351224,0.668616195,0.634973219,0.694532801,0.000659058,0,0,0,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,2,2,2,0,0,0,0,0,0.287524629,0,0,0
XGBRegressor,15,42046,2804,2803,0.249443826,4.954093578,4.530859793,5.636817695,0.294942517,4.954093578,4.530859793,5.636817695,0.294942517,1,1,0,0.166666667,0.799062375,0.000620105,2.293415245,0,1.144928767,0.09029869,4.143706306,0,0,0,0,0,0.4,0,1,0.489897949,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017737498,0,0,0.500402424
HUBERREGRESSOR,15,42046,2804,2803,0.249443826,4.977894583,4.281127364,5.815198002,0.454745856,4.977894583,4.281127364,5.815198002,0.454745856,4,4,0,0.166666667,2.293763652,0.322837986,3.302920474,0.001338489,12.8714073,5.692271358,17.76685822,0.016743553,0,0,0,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,2,2,2,0,0,0,0,0,0.066991494,0,0,0
XGBRegressor,15,20731,1383,1382,0.249443826,4.987713462,4.341534009,5.933429812,0.410730569,4.987713462,4.341534009,5.933429812,0.410730569,3,2,1,0.166666667,1.200524992,7.88E-05,4.785143249,1.501702287,6.49617472,0.451339639,28.35074728,8.174963253,1,1,1,0,1,1,1,0,2.066666667,2,3,0.249443826,3,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.044725412,0,0,0.690923309
LASSO,10,17280,1728,1728,0,4.94212963,4.166666667,5.671296296,0.465272019,4.94212963,4.166666667,5.671296296,0.465272019,6,5,1,0.166666667,0.5006627,0.037647049,1.539239638,0.156723774,1.151175944,0.000474981,4.987481606,0.450096272,1,1,1,0,1,1,1,0,5,5,5,0,6,6,6,0,4,4,4,0,2,2,2,0,0,0,0,0,0.052766235,0,0,0
XGBRegressor,5,17280,3456,3456,0,4.994212963,4.282407407,5.931712963,0.555555556,4.994212963,4.282407407,5.931712963,0.555555556,2,2,0,0.166666667,2.451813828,0.001851033,4.494406148,1.048677872,10.7294859,0.126561756,24.21580162,5.223304236,0,0,0,0,1.2,1,2,0.4,1.2,1,2,0.4,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.014096163,0,0,0
HUBERREGRESSOR,5,4606,922,921,0.4,5.058634277,4.885993485,5.211726384,0.130851691,5.058634277,4.885993485,5.211726384,0.130851691,2,2,0,1,0.016751042,0.002580109,0.073193199,0.017340212,0.877975632,0.449806174,1.214728435,0.044078296,0,0,0,0,1,1,1,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.607127501,0,0,0
LinearSVR,5,6911,1383,1382,0.4,5.020996115,3.979739508,6.512301013,0.866701124,5.020996115,3.979739508,6.512301013,0.866701124,5,5,0,0.166666667,1.041359609,0.013945327,4.259055066,0.715955846,5.72902875,0.053821363,25.0272438,4.031710865,0,0,0,0,5,5,5,0,5,5,5,0,5,5,5,0,4,4,4,0,2,2,2,0,0,0,0,0,0.185552719,0,0,0
XGBRegressor,5,24191,4839,4838,0.4,4.931595216,4.361306325,5.332782141,0.35803362,4.931595216,4.361306325,5.332782141,0.35803362,4,3,1,0.166666667,0.083250335,0.022461925,0.204846364,0.000105283,1.05038232,0.737250852,1.221333266,0.000300163,1,1,1,0,1,1,1,0,4,4,4,0,4,4,4,0,3,3,3,0,1,1,1,0,0,0,0,0,0.084693946,0,0,0
HUBERREGRESSOR,5,14016,2804,2803,0.4,5.037095979,4.780592223,5.24438102,0.202203963,5.037095979,4.780592223,5.24438102,0.202203963,3,3,0,0.5,2.142252768,0.865900699,2.952419767,0.00104444,10.66125629,3.550575707,14.40571958,0.007458122,0,0,0,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,1,1,1,0,0,0,0,0,0.201915564,0,0,0
HUBERREGRESSOR,15,24181,1613,1612,0.249443826,5.086651211,4.342431762,5.769230769,0.453739205,5.086651211,4.342431762,5.769230769,0.453739205,5,5,0,0.166666667,1.043501229,0.023216502,2.462774326,0.337199475,5.504386019,1.221440556,11.82698017,1.21716967,0,0,0,0,5,5,5,0,5,5,5,0,5,5,5,0,4,4,4,0,2,2,2,0,0,0,0,0,0.13886223,0,0,0
XGBRegressor,5,34560,6912,6912,0,5.043402778,4.701967593,5.280671296,0.218953523,5.043402778,4.701967593,5.280671296,0.218953523,4,4,0,0.166666667,2.123755123,1.429225533,4.32902664,0.000117781,6.670051072,2.087321516,21.51832322,0.000224374,0,0,0,0,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,0,2,2,2,0,0,0,0,0,0.086939883,0,0,0
XGBRegressor,5,5760,1152,1152,0,4.895833333,4.340277778,5.642361111,0.51676653,4.895833333,4.340277778,5.642361111,0.51676653,5,3,2,1,1.496981141,4.75E-05,4.184055798,0.877388275,9.235510297,0.756419062,35.99678051,8.071693558,1.078851175,1,2,0,2.2,1,5,1.469693846,3.6,3,4,0.489897949,4.6,4,5,0.489897949,2,2,2,0,0,0,0,0,0,0,0,0,0.034303729,0,0,0.673011667
XGBRegressor,5,5760,1152,1152,0,5.104166667,4.513888889,5.902777778,0.460642332,5.104166667,4.513888889,5.902777778,0.460642332,6,6,0,0.5,1.483745162,0.00116744,4.036098909,0.650964626,4.189204957,0.004057212,18.00774637,3.193592763,0,0,0,0,5.2,5,6,0.4,5.2,5,6,0.4,6,6,6,0,4,4,4,0,2,2,2,0,0,0,0,0,0.30066609,0,0,0
XGBRegressor,5,10366,2074,2073,0.4,5.122507735,4.389773275,5.692233478,0.4997433,5.122507735,4.389773275,5.692233478,0.4997433,2,2,0,0.5,0.576472006,0,4.653112034,1.262611851,3.718509636,0.614590997,26.21251487,6.981235657,0,0,0,0,2,2,2,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.47787594,0,0,0
HUBERREGRESSOR,15,20731,1383,1382,0.249443826,5.060086314,4.410701374,5.788712012,0.399712553,5.060086314,4.410701374,5.788712012,0.399712553,5,5,0,0.166666667,0.491169967,0.018626981,1.263312877,0.003436924,1.607804932,0.169643874,4.195233347,0.009988245,0,0,0,0,4.2,0,5,1.557776193,5,5,5,0,5,5,5,0,5,5,5,0,3,3,3,0,0,0,0,0,0.161159058,0,0,0.244930027
LinearSVR,20,17280,864,864,0,4.994212963,3.703703704,6.365740741,0.684021903,4.994212963,3.703703704,6.365740741,0.684021903,8,8,0,0.166666667,3.328017313,1.96E-07,5.578348876,0.555631739,25.17405836,0.567082098,40.38583986,3.17884382,0,0,0,0,6.7,1,7,1.307669683,7.2,7,8,0.4,8,8,8,0,7,7,7,0,5,5,5,0,0,0,0,0,0.008677249,0,0,0.198515243
XGBRegressor,5,17280,3456,3456,0,5.104166667,4.571759259,5.815972222,0.415136723,5.104166667,4.571759259,5.815972222,0.415136723,1,0,1,0.166666667,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076451661,0,0,0.500402424
HUBERREGRESSOR,5,4606,922,921,0.4,4.928529539,4.121475054,5.863192182,0.758197444,4.928529539,4.121475054,5.863192182,0.758197444,3,3,0,0.5,0.044633757,0.005887254,0.139973809,0.024648888,0.762188001,0.457302443,1.213494376,0.032445415,0,0,0,0,3,3,3,0,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.471869743,0,0,0
XGBRegressor,20,17280,864,864,0,4.890046296,3.819444444,6.481481481,0.684609172,4.890046296,3.819444444,6.481481481,0.684609172,7,7,0,0.166666667,1.897312041,2.39E-06,5.087706676,0.484581461,11.15263866,0.159343195,33.27960736,3.496258563,0,0,0,0,6.05,4,7,0.589491306,6.2,6,7,0.4,7,7,7,0,3,3,3,0,1,1,1,0,2,2,2,0,0.01289365,2,2,0.198515243
LinearSVR,10,10361,1037,1036,0.3,4.989910009,4.054054054,5.598455598,0.536151414,4.989910009,4.054054054,5.598455598,0.536151414,2,2,0,0.166666667,0.158002733,0,0.945740208,0.211366817,1.223614843,0.532122871,1.645295919,0.133681953,0,0,0,0,0.8,0,1,0.4,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05431603,0,0,0.500402424
LinearSVR,10,31101,3111,3110,0.3,4.993399626,4.501607717,5.498392283,0.291734908,4.993399626,4.501607717,5.498392283,0.291734908,2,1,1,0.166666667,0.056699754,0.018053582,0.081180251,0,1.259467813,1.198721568,1.336825878,0,1,1,1,0,0,0,0,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.079414171,0,0,0
XGBRegressor,5,20736,4148,4147,0.4,4.880406396,4.702194357,5.160356884,0.160541487,4.880406396,4.702194357,5.160356884,0.160541487,5,4,1,0.166666667,1.899387648,0.035342324,4.4810619,8.86E-05,9.995089138,0.816853464,23.79392356,0.000527199,1,1,1,0,2.6,1,5,1.959591794,5,5,5,0,5,5,5,0,4,4,4,0,2,2,2,0,0,0,0,0,0.049041997,0,0,0.673011667
XGBRegressor,5,5760,1152,1152,0,4.809027778,3.90625,5.295138889,0.519674637,4.809027778,3.90625,5.295138889,0.519674637,3,3,0,1,1.403551705,0.00908105,4.176081377,0.605065664,4.5922974,1.208139282,19.82303975,3.924553795,0,0,0,0,2.6,1,3,0.8,3,3,3,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0.297048426,0,0,0.673011667
HUBERREGRESSOR,15,18986,1266,1265,0.442216639,0,0,0,0,0,0,0,0,2,2,0,24,2.277891496,0.063859284,7.048902075,1.165742854,13.32325738,0.073837432,83.06587437,15.05035487,0,0,0,0,1.2,1,2,0.4,1.8,1,2,0.4,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.517074233,0,0,0
LASSO,5,11520,2304,2304,0,4.991319444,4.644097222,5.121527778,0.175767854,4.991319444,4.644097222,5.121527778,0.175767854,5,5,0,0.5,1.315378118,2.35E-05,3.042428877,0.465560103,6.629856645,0.198465938,14.54688792,1.857074355,0,0,0,0,4.2,4,5,0.4,4.2,4,5,0.4,5,5,5,0,3,3,3,0,1,1,1,0,0,0,0,0,0.258173656,0,0,0
LinearSVR,15,31096,2074,2073,0.249443826,4.945979309,4.293294742,5.547515678,0.361434731,4.945979309,4.293294742,5.547515678,0.361434731,7,7,0,0.166666667,1.216815295,2.32E-06,2.933420447,0.430689219,6.726578926,0.371999494,15.88497564,1.697145415,0,0,0,0,6.133333333,6,7,0.339934634,6.066666667,6,7,0.249443826,7,7,7,0,4,4,4,0,2,2,2,0,1,1,1,0,0.100857428,2073,2073,0
XGBRegressor,15,17280,1152,1152,0,5.05787037,4.166666667,5.815972222,0.487418326,5.05787037,4.166666667,5.815972222,0.487418326,6,6,0,0.166666667,1.191516805,7.98E-05,4.720525636,0.968525364,6.401081532,0.00724693,27.27083619,5.280141251,0,0,0,0,5.133333333,5,6,0.339934634,5.066666667,5,6,0.249443826,6,6,6,0,4,4,4,0,2,2,2,0,0,0,0,0,0.178080176,0,0,0
LinearSVR,5,10366,2074,2073,0.4,4.977785283,4.486251809,5.258080077,0.29278697,4.977785283,4.486251809,5.258080077,0.29278697,5,4,1,0.166666667,0.849237805,0.009167945,3.423870575,0.55452388,3.337104744,0.610928505,15.39561916,2.672635057,1,1,1,0,0.8,0,3,1.166190379,4,4,4,0,5,5,5,0,3,3,3,0,1,1,1,0,0,0,0,0,0.063084251,0,0,0.500402424
LinearSVR,20,42041,2103,2102,0.217944947,4.930908362,3.948620362,6.374881066,0.550825579,4.930908362,3.948620362,6.374881066,0.550825579,12,12,0,0.166666667,0.377087347,2.46E-13,5.630626299,0.34822567,3.88491602,0.00670059,41.64599478,1.466678352,0,0,0,0,11.1,11,12,0.3,10.9,10,12,0.538516481,11.8,11,12,0.4,1,1,1,0,0,0,0,0,10,10,10,0,0.008760049,2101,2,0
XGBRegressor,10,8061,807,806,0.3,4.838033214,3.473945409,5.955334988,0.820602555,4.838033214,3.473945409,5.955334988,0.820602555,4,4,0,0.5,1.978135613,1.46E-06,4.887273464,0.796494569,10.83417195,0.90086073,29.39482385,4.843735937,0,0,0,0,2.8,2,3,0.4,3,3,3,0,4,4,4,0,2,2,2,0,0,0,0,0,1,1,1,0,0.018715338,2,2,0.500402424
XGBRegressor,20,17280,864,864,0,5.05787037,3.356481481,6.712962963,1.020948805,5.05787037,3.356481481,6.712962963,1.020948805,7,7,0,0.166666667,2.471131199,3.46E-06,5.030777624,0.678584581,10.94694511,0.009604812,31.80358209,4.069728429,0,0,0,0,5.8,1,7,1.661324773,6.05,6,7,0.217944947,7,7,7,0,6,6,6,0,4,4,4,0,0,0,0,0,0.062240441,0,0,0.325082973
QUANTILEREGRESSOR,5,10366,2074,2073,0.4,5.026089675,4.580520733,5.354558611,0.285912384,5.026089675,4.580520733,5.354558611,0.285912384,5,4,1,0.166666667,0.345071059,0.06704511,0.610318716,0.000351197,0.458174213,0.1180686,0.903470342,0.001118617,1,1,1,0,0,0,0,0,5,5,5,0,5,5,5,0,4,4,4,0,2,2,2,0,0,0,0,0,0.067074035,0,0,0
HUBERREGRESSOR,20,17280,864,864,0,4.947916667,3.819444444,6.134259259,0.720828836,4.947916667,3.819444444,6.134259259,0.720828836,4,4,0,0.166666667,0.423866135,0,1.727176685,0.10836163,1.10038508,0,6.192696008,0.675688427,0.05,0,1,0,0.75,0,1,0.433012702,3.05,3,4,0.217944947,3.95,3,4,0.217944947,2,2,2,0,0,0,0,0,0,0,0,0,0.049112819,0,0,0
LASSO,10,11520,1152,1152,0,5.017361111,4.513888889,5.555555556,0.371949397,5.017361111,4.513888889,5.555555556,0.371949397,5,4,1,0.5,1.927091381,3.20E-06,3.341013746,0.402128206,10.10997593,0.007071951,16.66736245,1.249609382,1,1,1,0,3.1,0,5,1.640121947,4.3,4,5,0.458257569,5,5,5,0,3,3,3,0,1,1,1,0,0,0,0,0,0.049175743,0,0,0.610864302
XGBRegressor,10,34560,3456,3456,0,5.011574074,4.571759259,5.758101852,0.373880215,5.011574074,4.571759259,5.758101852,0.373880215,5,4,1,0.166666667,1.816270269,0.00342466,4.525716863,0.815601008,8.191426361,0.365582068,23.93733452,4.665371205,1,1,1,0,2.9,1,5,1.445683229,4.4,4,5,0.489897949,5,5,5,0,3,3,3,0,1,1,1,0,0,0,0,0,0.03839722,0,0,0.673011667
LinearSVR,5,14016,2804,2803,0.4,5.087095902,4.350927247,5.458437389,0.38523344,5.087095902,4.350927247,5.458437389,0.38523344,1,1,0,0.5,1.13808709,0.005346597,2.408352879,0,2.169825629,1.165074729,4.687554701,0,0,0,0,0,0.2,0,1,0.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024859313,0,0,0.673011667
LASSO,5,10366,2074,2073,0.4,4.939263646,4.532304725,5.258080077,0.27113993,4.939263646,4.532304725,5.258080077,0.27113993,5,5,0,0.5,1.058958968,3.41E-06,2.567418381,0.41656627,5.458283128,1.12545846,11.87216316,2.084569769,0,0,0,0,4,4,4,0,4.2,4,5,0.4,5,5,5,0,3,3,3,0,1,1,1,0,0,0,0,0,0.30093517,0,0,0
